scientificName,class,order,family,vernacularName
Otomops martiensseni,Mammalia,Chiroptera,Molossidae,large-eared free-tailed bat
Macropus robustus,Mammalia,Diprotodontia,Macropodidae,wallaroo
Petinomys genibarbis,Mammalia,Rodentia,Sciuridae,whiskered flying squirrel
Pteropus gilliardorum,Mammalia,Chiroptera,Pteropodidae,gilliard's flying fox
Peromyscus melanocarpus,Mammalia,Rodentia,Cricetidae,black-wristed deermouse
Saxatilomys paulinae,Mammalia,Rodentia,Muridae,NA
Cerradomys marinhus,Mammalia,Rodentia,Cricetidae,marinho's oryzomys
Nilopegamys plumbeus,Mammalia,Rodentia,Muridae,ethiopian amphibious rat
Sundamys muelleri,Mammalia,Rodentia,Muridae,müller's rat
Arborimus pomo,Mammalia,Rodentia,Cricetidae,sonoma tree vole
Oecomys trinitatis,Mammalia,Rodentia,Cricetidae,long-furred oecomys
Leporillus conditor,Mammalia,Rodentia,Muridae,greater stick-nest rat
Tachyoryctes storeyi,Mammalia,Rodentia,Spalacidae,storey's african mole rat
Saccolaimus saccolaimus,Mammalia,Chiroptera,Emballonuridae,bare-rumped sheath-tailed bat
Lonchothrix emiliae,Mammalia,Rodentia,Echimyidae,tuft-tailed spiny tree rat
Spermophilus pallidicauda,Mammalia,Rodentia,Sciuridae,pallid ground squirrel
Peromyscus beatae,Mammalia,Rodentia,Cricetidae,orizaba deermouse
Irenomys tarsalis,Mammalia,Rodentia,Cricetidae,chilean climbing mouse
Rattus feliceus,Mammalia,Rodentia,Muridae,spiny seram island rat
Aethomys ineptus,Mammalia,Rodentia,Muridae,tete veld aethomys
Petropseudes dahli,Mammalia,Diprotodontia,Pseudocheiridae,rock-haunting ringtail
Sorex sinalis,Mammalia,Soricomorpha,Soricidae,chinese shrew
Harpiocephalus harpia,Mammalia,Chiroptera,Vespertilionidae,hairy-winged bat
Hydrochoerus hydrochaeris,Mammalia,Rodentia,Caviidae,capybara
Rhizomys sinensis,Mammalia,Rodentia,Spalacidae,chinese bamboo rat
Rhipidomys leucodactylus,Mammalia,Rodentia,Cricetidae,white-footed climbing mouse
Plecturocebus modestus,Mammalia,Primates,Pitheciidae,río beni titi
Apodemus sylvaticus,Mammalia,Rodentia,Muridae,common field mouse
Glyphonycteris sylvestris,Mammalia,Chiroptera,Phyllostomidae,tri-colored big-eared bat
Chironax melanocephalus,Mammalia,Chiroptera,Pteropodidae,black-capped fruit bat
Epomops franqueti,Mammalia,Chiroptera,Pteropodidae,franquet's epauletted fruit bat
Aethomys hindei,Mammalia,Rodentia,Muridae,hinde's aethomys
Thomasomys cinereiventer,Mammalia,Rodentia,Cricetidae,ashy-bellied oldfield mouse
Cricetulus migratorius,Mammalia,Rodentia,Cricetidae,gray dwarf hamster
Sorex cansulus,Mammalia,Soricomorpha,Soricidae,gansu shrew
Nesonycteris fardoulisi,Mammalia,Chiroptera,Pteropodidae,fardoulis's blossom bat
Pseudomys fumeus,Mammalia,Rodentia,Muridae,smoky pseudomys
Pachyuromys duprasi,Mammalia,Rodentia,Muridae,fat-tailed gerbil
Delomys sublineatus,Mammalia,Rodentia,Cricetidae,pallid atlantic forest rat
Cynomops mastivus,Mammalia,Chiroptera,Molossidae,thomas's dog-faced bat
Brucepattersonius guarani,Mammalia,Rodentia,Cricetidae,guaraní akodont
Propithecus coronatus,Mammalia,Primates,Indriidae,crowned sifaka
Sundasciurus jentinki,Mammalia,Rodentia,Sciuridae,jentinck's squirrel
Proechimys oconnelli,Mammalia,Rodentia,Echimyidae,o'connell's spiny-rat
Hylomyscus denniae,Mammalia,Rodentia,Muridae,montane hylomyscus
Oryzomys gorgasi,Mammalia,Rodentia,Cricetidae,gorgas' oryzomys
Murina huttonii,Mammalia,Chiroptera,Vespertilionidae,hutton's tube-nosed bat
Rattus andamanensis,Mammalia,Rodentia,Muridae,indochinese forest rat
Hylaeamys tatei,Mammalia,Rodentia,Cricetidae,tate's oryzomys
Soricomys leonardocoi,Mammalia,Rodentia,Muridae,NA
Otomys cuanzensis,Mammalia,Rodentia,Muridae,cuanza vlei rat
Hyperacrius wynnei,Mammalia,Rodentia,Cricetidae,conifer kashmir vole
Oxymycterus delator,Mammalia,Rodentia,Cricetidae,paraguayan hocicudo
Grammomys dryas,Mammalia,Rodentia,Muridae,albertine rift grammomys
Rousettus amplexicaudatus,Mammalia,Chiroptera,Pteropodidae,geoffroy's rousette
Mysateles prehensilis,Mammalia,Rodentia,Capromyidae,prehensile-tailed hutia
Biswamoyopterus biswasi,Mammalia,Rodentia,Sciuridae,namdapha flying squirrel
Urocitellus townsendii,Mammalia,Rodentia,Sciuridae,townsend's ground squirrel
Necromys benefactus,Mammalia,Rodentia,Cricetidae,argentine akodont
Lepilemur jamesi,Mammalia,Primates,Lepilemuridae,james' sportive lemur
Baiomys musculus,Mammalia,Rodentia,Cricetidae,southern pygmy mouse
Spalax arenarius,Mammalia,Rodentia,Spalacidae,sandy blind mole rat
Thomasomys ischyrus,Mammalia,Rodentia,Cricetidae,long-tailed thomasomys
Phyllomys lundi,Mammalia,Rodentia,Echimyidae,lund's atlantic tree-rat
Tylomys watsoni,Mammalia,Rodentia,Cricetidae,watson's climbing rat
Bullimus luzonicus,Mammalia,Rodentia,Muridae,luzon bullimus
Pseudoryzomys simplex,Mammalia,Rodentia,Cricetidae,brazilian false rice rat
Gymnuromys roberti,Mammalia,Rodentia,Nesomyidae,voalavoanala
Hapalemur aureus,Mammalia,Primates,Lemuridae,golden bamboo lemur
Neodon leucurus,Mammalia,Rodentia,Cricetidae,NA
Sicista concolor,Mammalia,Rodentia,Dipodidae,chinese birch mouse
Hylomyscus grandis,Mammalia,Rodentia,Muridae,mount oku hylomyscus
Rattus sanila,Mammalia,Rodentia,Muridae,new ireland forest rat
Mastomys natalensis,Mammalia,Rodentia,Muridae,coucha rat
Pseudochirulus mayeri,Mammalia,Diprotodontia,Pseudocheiridae,pygmy ringtail
Paraxerus vexillarius,Mammalia,Rodentia,Sciuridae,svynnerton's bush squirrel
Pseudochirulus canescens,Mammalia,Diprotodontia,Pseudocheiridae,lowland ringtail
Kannabateomys amblyonyx,Mammalia,Rodentia,Echimyidae,atlantic bamboo rat
Sapajus nigritus,Mammalia,Primates,Cebidae,black capuchin
Lemmus portenkoi,Mammalia,Rodentia,Cricetidae,wrangel island lemming
Margaretamys elegans,Mammalia,Rodentia,Muridae,elegant margaretamys
Rattus tanezumi,Mammalia,Rodentia,Muridae,oriental house rat
Euchoreutes naso,Mammalia,Rodentia,Dipodidae,long-eared jerboa
Mammelomys lanosus,Mammalia,Rodentia,Muridae,highland mammelomys
Eligmodontia bolsonensis,Mammalia,Rodentia,Cricetidae,NA
Phaner furcifer,Mammalia,Primates,Cheirogaleidae,masoala fork-crowned lemur
Otomys angoniensis,Mammalia,Rodentia,Muridae,angoni vlei rat
Phyllotis magister,Mammalia,Rodentia,Cricetidae,majestic pericote
Bunomys penitus,Mammalia,Rodentia,Muridae,montane bunomys
Otomops johnstonei,Mammalia,Chiroptera,Molossidae,johnstone's giant mastiff bat
Nomascus annamensis,Mammalia,Primates,Hylobatidae,northern yellow-cheeked crested gibbon
Zygodontomys brunneus,Mammalia,Rodentia,Cricetidae,brown cane mouse
Petromyscus collinus,Mammalia,Rodentia,Nesomyidae,pygmy rock mouse
Phyllomys unicolor,Mammalia,Rodentia,Echimyidae,short-furred atlantic tree-rat
Ateles geoffroyi,Mammalia,Primates,Atelidae,central american spider monkey
Thaptomys nigrita,Mammalia,Rodentia,Cricetidae,blackish grass mouse
Pelomys fallax,Mammalia,Rodentia,Muridae,east african pelomys
Andinomys edax,Mammalia,Rodentia,Cricetidae,andean mouse
Necromys temchuki,Mammalia,Rodentia,Cricetidae,temchuk's akodont
Lepilemur seali,Mammalia,Primates,Lepilemuridae,seal's sportive lemur
Plagiodontia araeum,Mammalia,Rodentia,Capromyidae,wide-toothed hutia
Pteropus tuberculatus,Mammalia,Chiroptera,Pteropodidae,vanikoro flying fox
Dobsonia anderseni,Mammalia,Chiroptera,Pteropodidae,andersen's naked-backed fruit bat
Golunda ellioti,Mammalia,Rodentia,Muridae,indian bush rat
Oxymycterus nasutus,Mammalia,Rodentia,Cricetidae,long-nosed hocicudo
Eothenomys melanogaster,Mammalia,Rodentia,Cricetidae,père david's red-backed vole
Otomys uzungwensis,Mammalia,Rodentia,Muridae,uzungwe vlei rat
Neomicroxus latebricola,Mammalia,Rodentia,Cricetidae,ecuadorean akodont
Pseudohydromys carlae,Mammalia,Rodentia,Muridae,huon small-toothed moss-mouse
Praomys petteri,Mammalia,Rodentia,Muridae,petter's praomys
Heteromys nubicolens,Mammalia,Rodentia,Heteromyidae,cloud-dwelling spiny pocket mouse
Pteralopex flanneryi,Mammalia,Chiroptera,Pteropodidae,greater monkey-faced bat
Komodomys rintjanus,Mammalia,Rodentia,Muridae,nusa tenggara komodomys
Sorex gaspensis,Mammalia,Soricomorpha,Soricidae,gaspé shrew
Proechimys hoplomyoides,Mammalia,Rodentia,Echimyidae,guyanan spiny-rat
Funambulus pennantii,Mammalia,Rodentia,Sciuridae,northern palm squirrel
Austronomus kuboriensis,Mammalia,Chiroptera,Molossidae,new guinea free-tailed bat
Millardia gleadowi,Mammalia,Rodentia,Muridae,sand-colored metad
Euneomys fossor,Mammalia,Rodentia,Cricetidae,burrowing euneomys
Pseudomys higginsi,Mammalia,Rodentia,Muridae,long-tailed pseudomys
Stenonycteris lanosus,Mammalia,Chiroptera,Pteropodidae,long-haired fruit bat
Hoolock tianxing,Mammalia,Primates,Hylobatidae,gaoligong hoolock gibbon
Sorex gracillimus,Mammalia,Soricomorpha,Soricidae,slender shrew
Mesocricetus raddei,Mammalia,Rodentia,Cricetidae,ciscaucasian hamster
Sigmodontomys aphrastus,Mammalia,Rodentia,Cricetidae,harris's rice water rat
Aethomys thomasi,Mammalia,Rodentia,Muridae,thomas's aethomys
Epomophorus grandis,Mammalia,Chiroptera,Pteropodidae,sanborn's epauletted fruit bat
Dobsonia beauforti,Mammalia,Chiroptera,Pteropodidae,beaufort's naked-backed fruit bat
Apodemus mystacinus,Mammalia,Rodentia,Muridae,eastern broad-toothed field mouse
Rhipidomys venezuelae,Mammalia,Rodentia,Cricetidae,venezuelan climbing mouse
Submyotodon latirostris,Mammalia,Chiroptera,Vespertilionidae,broad-muzzled bat
Peromyscus melanotis,Mammalia,Rodentia,Cricetidae,black-eared deermouse
Pseudocheirus peregrinus,Mammalia,Diprotodontia,Pseudocheiridae,common ringtail
Rattus bontanus,Mammalia,Rodentia,Muridae,southwestern xanthurus rat
Abrothrix illuteus,Mammalia,Rodentia,Cricetidae,gray akodont
Eumops glaucinus,Mammalia,Chiroptera,Molossidae,wagner's bonneted bat
Nycticebus bancanus,Mammalia,Primates,Lorisidae,bangka slow loris
Heliosciurus punctatus,Mammalia,Rodentia,Sciuridae,small sun squirrel
Alouatta guariba,Mammalia,Primates,Atelidae,brown howler
Spalax golani,Mammalia,Rodentia,Spalacidae,golan heights blind mole rat
Lenothrix canus,Mammalia,Rodentia,Muridae,sundaic lenothrix
Oligoryzomys eliurus,Mammalia,Rodentia,Cricetidae,brazilian colilargo
Microtus umbrosus,Mammalia,Rodentia,Cricetidae,zempoaltépec vole
Taeromys taerae,Mammalia,Rodentia,Muridae,northeastern mountain taeromys
Paramelomys lorentzii,Mammalia,Rodentia,Muridae,lorentz's paramelomys
Onychomys leucogaster,Mammalia,Rodentia,Cricetidae,northern grasshopper mouse
Sorex bairdi,Mammalia,Soricomorpha,Soricidae,baird's shrew
Cerradomys goytaca,Mammalia,Rodentia,Cricetidae,NA
Peromyscus interparietalis,Mammalia,Rodentia,Cricetidae,san lorenzo deermouse
Crunomys melanius,Mammalia,Rodentia,Muridae,mindanao shrew mouse
Plerotes anchietae,Mammalia,Chiroptera,Pteropodidae,anchieta's broad-faced fruit bat
Pteropus ocularis,Mammalia,Chiroptera,Pteropodidae,ceram flying fox
Petaurista nobilis,Mammalia,Rodentia,Sciuridae,bhutan giant flying squirrel
Tadarida aegyptiaca,Mammalia,Chiroptera,Molossidae,egyptian free-tailed bat
Hystrix javanica,Mammalia,Rodentia,Hystricidae,sunda porcupine
Microcebus tanosi,Mammalia,Primates,Cheirogaleidae,anosi mouse lemur
Ammospermophilus nelsoni,Mammalia,Rodentia,Sciuridae,nelson's antelope squirrel
Niviventer confucianus,Mammalia,Rodentia,Muridae,confucian niviventer
Megaloglossus azagnyi,Mammalia,Chiroptera,Pteropodidae,western woermann's fruit bat
Notomys macrotis,Mammalia,Rodentia,Muridae,big-eared hopping mouse
Phyllotis limatus,Mammalia,Rodentia,Cricetidae,lima pericote
Mormopterus jugularis,Mammalia,Chiroptera,Molossidae,peters's little mastiff bat
Trinomys mirapitanga,Mammalia,Rodentia,Echimyidae,dark-caped atlantic spiny-rat
Pteronotus mesoamericanus,Mammalia,Chiroptera,Mormoopidae,mesoamerican common mustached bat
Pteropus faunulus,Mammalia,Chiroptera,Pteropodidae,nicobar flying fox
Chiruromys vates,Mammalia,Rodentia,Muridae,lesser chiruromys
Peromyscus spicilegus,Mammalia,Rodentia,Cricetidae,gleaning deermouse
Arborimus longicaudus,Mammalia,Rodentia,Cricetidae,red tree vole
Melomys matambuai,Mammalia,Rodentia,Muridae,manus island melomys
Solomys spriggsarum,Mammalia,Rodentia,Muridae,buka island solomys
Phenacomys ungava,Mammalia,Rodentia,Cricetidae,eastern heather vole
Nyctomys sumichrasti,Mammalia,Rodentia,Cricetidae,sumichrast's vesper rat
Eliurus petteri,Mammalia,Rodentia,Nesomyidae,petter's tufted-tailed rat
Cebus versicolor,Mammalia,Primates,Cebidae,varied white-fronted capuchin
Microsciurus alfari,Mammalia,Rodentia,Sciuridae,central american dwarf squirrel
Myodes rufocanus,Mammalia,Rodentia,Cricetidae,gray red-backed vole
Maxomys pagensis,Mammalia,Rodentia,Muridae,mentawai archipelago maxomys
Melanomys robustulus,Mammalia,Rodentia,Cricetidae,robust dark rice rat
Murina annamitica,Mammalia,Chiroptera,Vespertilionidae,annam tube-nosed bat
Rattus lutreolus,Mammalia,Rodentia,Muridae,australian swamp rat
Crateromys heaneyi,Mammalia,Rodentia,Muridae,panay crateromys
Microtus mexicanus,Mammalia,Rodentia,Cricetidae,mexican vole
Propithecus tattersalli,Mammalia,Primates,Indriidae,golden-crowned sifaka
Cryptomys amatus,Mammalia,Rodentia,Bathyergidae,zambian mole-rat
Beamys hindei,Mammalia,Rodentia,Nesomyidae,hinde's pouched rat
Plecturocebus ornatus,Mammalia,Primates,Pitheciidae,ornate titi
Arvicanthis blicki,Mammalia,Rodentia,Muridae,blick's arvicanthis
Myonycteris relicta,Mammalia,Chiroptera,Pteropodidae,bergmans's collared fruit bat
Chaerephon plicatus,Mammalia,Chiroptera,Molossidae,wrinkle-lipped free-tailed bat
Thomasomys notatus,Mammalia,Rodentia,Cricetidae,distinguished oldfield mouse
Steatomys caurinus,Mammalia,Rodentia,Nesomyidae,northwestern african fat mouse
Kerivoula minuta,Mammalia,Chiroptera,Vespertilionidae,least woolly bat
Praomys mutoni,Mammalia,Rodentia,Muridae,riverine praomys
Calomys laucha,Mammalia,Rodentia,Cricetidae,little laucha
Ozimops beccarii,Mammalia,Chiroptera,Molossidae,beccari's free-tailed bat
Graomys centralis,Mammalia,Rodentia,Cricetidae,central pericote
Rhinophylla alethina,Mammalia,Chiroptera,Phyllostomidae,hairy little fruit bat
Eulemur sanfordi,Mammalia,Primates,Lemuridae,sanford's brown lemur
Ictidomys tridecemlineatus,Mammalia,Rodentia,Sciuridae,thirteen-lined ground squirrel
Microcavia niata,Mammalia,Rodentia,Caviidae,andean mountain cavy
Sphiggurus insidiosus,Mammalia,Rodentia,Erethizontidae,bahia porcupine
Heteropsomys insulans,Mammalia,Rodentia,Echimyidae,puerto rican cave rat
Rhagamys orthodon,Mammalia,Rodentia,Muridae,tyrrhenian field rat
Nephelomys childi,Mammalia,Rodentia,Cricetidae,NA
Nephelomys keaysi,Mammalia,Rodentia,Cricetidae,keays's oryzomys
Stenocephalemys albipes,Mammalia,Rodentia,Muridae,white-footed stenocephalemys
Eonycteris major,Mammalia,Chiroptera,Pteropodidae,greater dawn bat
Brotomys voratus,Mammalia,Rodentia,Echimyidae,hispaniolan edible rat
Tamiasciurus mearnsi,Mammalia,Rodentia,Sciuridae,mearns's squirrel
Kerodon rupestris,Mammalia,Rodentia,Caviidae,rock cavy
Xerospermophilus mohavensis,Mammalia,Rodentia,Sciuridae,mohave ground squirrel
Eulemur rufifrons,Mammalia,Primates,Lemuridae,red-fronted brown lemur
Rhinophylla pumilio,Mammalia,Chiroptera,Phyllostomidae,dwarf little fruit bat
Handleyomys intectus,Mammalia,Rodentia,Cricetidae,colombian rice rat
Setirostris eleryi,Mammalia,Chiroptera,Molossidae,bristle-faced free-tailed bat
Calomys callosus,Mammalia,Rodentia,Cricetidae,big laucha
Thoopterus suhaniahae,Mammalia,Chiroptera,Pteropodidae,suhaniah's swift fruit bat
Praomys misonnei,Mammalia,Rodentia,Muridae,misonne's praomys
Alouatta palliata,Mammalia,Primates,Atelidae,mantled howler
Cheiromeles torquatus,Mammalia,Chiroptera,Molossidae,greater naked bat
Isothrix negrensis,Mammalia,Rodentia,Echimyidae,rio negro brush-tailed rat
Megadendromus nikolausi,Mammalia,Rodentia,Nesomyidae,nikolaus's african climbing mouse
Thomasomys paramorum,Mammalia,Rodentia,Cricetidae,paramo oldfield mouse
Chaerephon russatus,Mammalia,Chiroptera,Molossidae,russet free-tailed bat
Plecturocebus brunneus,Mammalia,Primates,Pitheciidae,brown titi
Cricetomys emini,Mammalia,Rodentia,Nesomyidae,forest giant pouched rat
Indri indri,Mammalia,Primates,Indriidae,indri
Dasymys alleni,Mammalia,Rodentia,Muridae,glover allen's dasymys
Rattus marmosurus,Mammalia,Rodentia,Muridae,marmoset xanthurus rat
Gerbillus mauritaniae,Mammalia,Rodentia,Muridae,mauritanian gerbil
Microryzomys altissimus,Mammalia,Rodentia,Cricetidae,highland small rice rat
Maxomys musschenbroekii,Mammalia,Rodentia,Muridae,musschenbroek's rat
Myodes regulus,Mammalia,Rodentia,Cricetidae,korean red-backed vole
Pteropus samoensis,Mammalia,Chiroptera,Pteropodidae,common samoan flying fox
Microsciurus mimulus,Mammalia,Rodentia,Sciuridae,western dwarf squirrel
Cebus leucocephalus,Mammalia,Primates,Cebidae,sierra de perijá white-fronted capuchin
Nesomys audeberti,Mammalia,Rodentia,Nesomyidae,white-bellied nesomys
Macruromys elegans,Mammalia,Rodentia,Muridae,lesser macruromys
Neusticomys venezuelae,Mammalia,Rodentia,Cricetidae,venezuelan fish-eating rat
Lemmiscus curtatus,Mammalia,Rodentia,Cricetidae,sagebrush vole
Solomys salebrosus,Mammalia,Rodentia,Muridae,bougainville island solomys
Melomys howi,Mammalia,Rodentia,Muridae,riama island melomys
Calcochloris leucorhinus,Mammalia,Afrosoricida,Chrysochloridae,congo golden mole
Molossus verrilli,Mammalia,Chiroptera,Molossidae,hispaniolan mastiff bat
Peromyscus stirtoni,Mammalia,Rodentia,Cricetidae,stirton's deermouse
Chiruromys forbesi,Mammalia,Rodentia,Muridae,forbes's chiruromys
Pteropus conspicillatus,Mammalia,Chiroptera,Pteropodidae,spectacled flying fox
Pteronotus rubiginosus,Mammalia,Chiroptera,Mormoopidae,wagner's common mustached bat
Trinomys gratiosus,Mammalia,Rodentia,Echimyidae,gracile atlantic spiny-rat
Kerivoula dongduongana,Mammalia,Chiroptera,Vespertilionidae,indochinese woolly bat
Reithrodon typicus,Mammalia,Rodentia,Cricetidae,naked-soled conyrat
Notomys mordax,Mammalia,Rodentia,Muridae,darling downs hopping mouse
Murina peninsularis,Mammalia,Chiroptera,Vespertilionidae,peninsular tube-nosed bat
Niviventer andersoni,Mammalia,Rodentia,Muridae,anderson's niviventer
Oryzomys curasoae,Mammalia,Rodentia,Cricetidae,curaçao oryzomys
Ammospermophilus interpres,Mammalia,Rodentia,Sciuridae,texas antelope squirrel
Mirza zaza,Mammalia,Primates,Cheirogaleidae,northern giant mouse lemur
Hystrix pumila,Mammalia,Rodentia,Hystricidae,indonesian porcupine
Petaurista leucogenys,Mammalia,Rodentia,Sciuridae,japanese giant flying squirrel
Pteropus personatus,Mammalia,Chiroptera,Pteropodidae,masked flying fox
Dacnomys millardi,Mammalia,Rodentia,Muridae,large-toothed rat
Peromyscus gymnotis,Mammalia,Rodentia,Cricetidae,naked-eared deer mouse
Dicrostonyx vinogradovi,Mammalia,Rodentia,Cricetidae,wrangel island collared lemming
Eliurus danieli,Mammalia,Rodentia,Nesomyidae,NA
Euryoryzomys emmonsae,Mammalia,Rodentia,Cricetidae,emmons' oryzomys
Sorex arunchi,Mammalia,Soricomorpha,Soricidae,udine shrew
Zapus hudsonius,Mammalia,Rodentia,Dipodidae,meadow jumping mouse
Paramelomys moncktoni,Mammalia,Rodentia,Muridae,monckton's paramelomys
Tarsomys echinatus,Mammalia,Rodentia,Muridae,spiny tarsomys
Kerivoula kachinensis,Mammalia,Chiroptera,Vespertilionidae,kachin woolly bat
Oligoryzomys fulvescens,Mammalia,Rodentia,Cricetidae,fulvous colilargo
Lemniscomys striatus,Mammalia,Rodentia,Muridae,typical lemniscomys
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,middle east blind mole rat
Sorex tundrensis,Mammalia,Soricomorpha,Soricidae,tundra shrew
Lagothrix lagothricha,Mammalia,Primates,Atelidae,humboldt's woolly monkey
Heliosciurus gambianus,Mammalia,Rodentia,Sciuridae,gambian sun squirrel
Nycticebus javanicus,Mammalia,Primates,Lorisidae,javan slow loris
Eumops underwoodi,Mammalia,Chiroptera,Molossidae,underwood's bonneted bat
Apodemus hyrcanicus,Mammalia,Rodentia,Muridae,hyrcanian field mouse
Cacajao hosomi,Mammalia,Primates,Pitheciidae,neblina uacari
Abrothrix lanosus,Mammalia,Rodentia,Cricetidae,woolly akodont
Holochilus brasiliensis,Mammalia,Rodentia,Cricetidae,brazilian marsh rat
Rattus argentiventer,Mammalia,Rodentia,Muridae,ricefield rat
Pseudochirops albertisii,Mammalia,Diprotodontia,Pseudocheiridae,d'albertis' ringtail
Peromyscus difficilis,Mammalia,Rodentia,Cricetidae,rock mouse
Sorex raddei,Mammalia,Soricomorpha,Soricidae,radde's shrew
Murina leucogaster,Mammalia,Chiroptera,Vespertilionidae,greater tube-nosed bat
Rhipidomys wetzeli,Mammalia,Rodentia,Cricetidae,wetzel's climbing mouse
