tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N3|2344b|EPI_ISL_393518|unknown_avian|iran|23_13_23_2_15_21_3_14|2019-03-30,H5N3,EPI_ISL_393518,A/Avian/Iran/38AMA/2019,2019-03-30,2019-03,2019,avian other,unknown avian,NA,NA,NA,NA,wild,other,southern asia,iran,irn,32.5092139996448,54.4699733871232,NA,NA,NA,NA,NA,NA,23_13_23_2_15_21_3_14,H5N3/2019/R1_Asia,2344b,2019-03-30,cluster003,FALSE
H5N1|2344b|EPI_ISL_18245342|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-02,H5N1,EPI_ISL_18245342,A/white-fronted goose/Korea/22WC329/2023,2023-01-02,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-02,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245343|environment|south_korea|11_7_6_1_5_1_1_6|2023-01-02,H5N1,EPI_ISL_18245343,A/em/Korea/22WF429-2P/2023,2023-01-02,2023-01,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-02,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245344|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-03,H5N1,EPI_ISL_18245344,A/white-fronted goose/Korea/22WC324/2023,2023-01-03,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-03,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245345|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-04,H5N1,EPI_ISL_18245345,A/white-fronted goose/Korea/22WC345/2023,2023-01-04,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245346|accipitriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-05,H5N1,EPI_ISL_18245346,A/common buzzard/Korea/22WC336/2023,2023-01-05,2023-01,2023,avian other,accipitriformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-05,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245347|pelecaniformes|south_korea|1_1_7_1_5_1_1_5|2023-01-07,H5N1,EPI_ISL_18245347,A/little egret/Korea/22WC357/2023,2023-01-07,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_5,H5N1/2022/R25_Asia,2344b,2023-01-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245348|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-06,H5N1,EPI_ISL_18245348,A/white-fronted goose/Korea/22WC363/2023,2023-01-06,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245349|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-09,H5N1,EPI_ISL_18245349,A/white-fronted goose/Korea/22WC365/2023,2023-01-09,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-09,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245350|gruiformes|south_korea|11_7_6_1_5_1_1_6|2023-01-09,H5N1,EPI_ISL_18245350,A/white-naped crane/Korea/22WC366/2023,2023-01-09,2023-01,2023,avian other,gruiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-09,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245351|pelecaniformes|south_korea|1_1_7_1_5_1_1_5|2023-01-10,H5N1,EPI_ISL_18245351,A/little egret/Korea/22WC372/2023,2023-01-10,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_5,H5N1/2022/R25_Asia,2344b,2023-01-10,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245352|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-09,H5N1,EPI_ISL_18245352,A/white-fronted goose/Korea/22WC373/2023,2023-01-09,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-09,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245353|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2023-01-10,H5N1,EPI_ISL_18245353,A/egret/Korea/22WC376/2023,2023-01-10,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-10,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245354|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-10,H5N1,EPI_ISL_18245354,A/white-fronted goose/Korea/22WC378/2023,2023-01-10,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-10,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245355|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2023-01-11,H5N1,EPI_ISL_18245355,A/gray heron/Korea/22WC374/2023,2023-01-11,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-11,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245356|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-12,H5N1,EPI_ISL_18245356,A/green-winged teal/Korea/22WC390/2023,2023-01-12,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-12,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245357|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-13,H5N1,EPI_ISL_18245357,A/white-fronted goose/Korea/22WC401-3P/2023,2023-01-13,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-13,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245358|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2023-01-13,H5N1,EPI_ISL_18245358,A/egret/Korea/22WC394/2023,2023-01-13,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-13,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245359|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-11,H5N1,EPI_ISL_18245359,A/white-fronted goose/Korea/22WC405/2023,2023-01-11,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-11,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245360|pelecaniformes|south_korea|1_1_7_1_5_1_1_1|2023-01-13,H5N1,EPI_ISL_18245360,A/egret/Korea/22WC406/2023,2023-01-13,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_1,H5N1/2023/R7_Asia,2344b,2023-01-13,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245361|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-16,H5N1,EPI_ISL_18245361,A/white-fronted goose/Korea/22WC413/2023,2023-01-16,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245362|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-16,H5N1,EPI_ISL_18245362,A/white-fronted goose/Korea/22WC412/2023,2023-01-16,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-16,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245363|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-17,H5N1,EPI_ISL_18245363,A/white-fronted goose/Korea/22WC421/2023,2023-01-17,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-17,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245364|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2023-01-20,H5N1,EPI_ISL_18245364,A/gray heron/Korea/22WC426/2023,2023-01-20,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245365|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-20,H5N1,EPI_ISL_18245365,A/Bean goose/Korea/22WC427/2023,2023-01-20,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245366|accipitriformes|south_korea|1_1_7_1_5_1_1_5|2023-01-22,H5N1,EPI_ISL_18245366,A/northern goshawk/Korea/22WC428/2023,2023-01-22,2023-01,2023,avian other,accipitriformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_5,H5N1/2022/R25_Asia,2344b,2023-01-22,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245367|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-23,H5N1,EPI_ISL_18245367,A/Bean goose/Korea/22WC432/2023,2023-01-23,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-23,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245368|falconiformes|south_korea|1_1_7_1_5_1_1_5|2023-01-27,H5N1,EPI_ISL_18245368,A/common kestrel/Korea/22WC453/2023,2023-01-27,2023-01,2023,avian other,falconiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,1_1_7_1_5_1_1_5,H5N1/2022/R25_Asia,2344b,2023-01-27,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245369|accipitriformes|south_korea|20_1_2_1_5_1_1_6|2023-01-06,H5N1,EPI_ISL_18245369,A/eagle/Korea/22WC464/2023,2023-01-06,2023-01,2023,avian other,accipitriformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,20_1_2_1_5_1_1_6,H5N1/2023/R10_Asia,2344b,2023-01-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245370|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-30,H5N1,EPI_ISL_18245370,A/white-fronted goose/Korea/22WC460/2023,2023-01-30,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-30,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245371|accipitriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-30,H5N1,EPI_ISL_18245371,A/common buzzard/Korea/22WC468/2023,2023-01-30,2023-01,2023,avian other,accipitriformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-30,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245372|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-01-30,H5N1,EPI_ISL_18245372,A/white-fronted goose/Korea/22WC471/2023,2023-01-30,2023-01,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-01-30,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245373|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-02-03,H5N1,EPI_ISL_18245373,A/white-fronted goose/Korea/22WC491/2023,2023-02-03,2023-02,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-02-03,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245374|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2023-02-05,H5N1,EPI_ISL_18245374,A/gray heron/Korea/22WC492/2023,2023-02-05,2023-02,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-02-05,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245375|strigiformes|south_korea|11_7_6_1_5_1_1_6|2023-02-06,H5N1,EPI_ISL_18245375,A/Eurasian eagle owl/Korea/22WC502/2023,2023-02-06,2023-02,2023,avian other,strigiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-02-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245376|strigiformes|south_korea|11_7_6_1_5_1_1_1|2023-02-07,H5N1,EPI_ISL_18245376,A/Eurasian eagle owl/Korea/22WC500/2023,2023-02-07,2023-02,2023,avian other,strigiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_1,H5N1/2023/R11_Asia,2344b,2023-02-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245377|anseriformes|south_korea|2_6_1_1_6_1_1_6|2023-02-13,H5N1,EPI_ISL_18245377,A/white-fronted goose/Korea/22WC522/2023,2023-02-13,2023-02,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,2_6_1_1_6_1_1_6,H5N1/2023/R9_Asia,2344b,2023-02-13,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245378|anseriformes|south_korea|11_7_6_1_5_1_1_6|2023-02-15,H5N1,EPI_ISL_18245378,A/white-fronted goose/Korea/22WC529/2023,2023-02-15,2023-02,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-02-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245379|pelecaniformes|south_korea|11_7_6_1_5_1_1_6|2023-02-28,H5N1,EPI_ISL_18245379,A/little egret/Korea/22WC572/2023,2023-02-28,2023-02,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-02-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245380|strigiformes|south_korea|11_7_6_1_5_1_1_6|2023-03-03,H5N1,EPI_ISL_18245380,A/long-eared owl/Korea/22WC586/2023,2023-03-03,2023-03,2023,avian other,strigiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-03-03,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245381|strigiformes|south_korea|11_7_6_1_5_1_1_6|2023-03-04,H5N1,EPI_ISL_18245381,A/Eurasian eagle owl/Korea/22WC590/2023,2023-03-04,2023-03,2023,avian other,strigiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-03-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245382|falconiformes|south_korea|11_7_6_1_5_1_1_6|2023-03-07,H5N1,EPI_ISL_18245382,A/common kestrel/Korea/22WC597/2023,2023-03-07,2023-03,2023,avian other,falconiformes,NA,NA,NA,NA,wild,other,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2023-03-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18245383|anseriformes|south_korea|11_7_6_1_5_1_1_1|2023-03-07,H5N1,EPI_ISL_18245383,A/white-fronted goose/Korea/22WC599/2023,2023-03-07,2023-03,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,11_7_6_1_5_1_1_1,H5N1/2023/R11_Asia,2344b,2023-03-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18505897|passeriformes|japan|2_1_1_1_1_1_1_1|2023-10-04,H5N1,EPI_ISL_18505897,A/large-billed crow/Hokkaido/4810Z002C/2023,2023-10-04,2023-10,2023,avian other,passeriformes,NA,NA,NA,NA,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-10-04,cluster001,FALSE
H5N1|2344b|EPI_ISL_18508589|anseriformes|japan|11_7_6_1_5_1_1_6|2022-11-14,H5N1,EPI_ISL_18508589,A/northern pintail/Kagoshima/KU-64/2022 (H5N1),2022-11-14,2022-11,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,11_7_6_1_5_1_1_6,H5N1/2022/R32_Asia,2344b,2022-11-14,cluster001,FALSE
H5N1|2344b|EPI_ISL_18508592|accipitriformes|japan|9_1_7_1_5_1_1_5|2022-11-28,H5N1,EPI_ISL_18508592,A/black kite/Kagoshima/KU-140/2022 (H5N1),2022-11-28,2022-11,2022,avian other,accipitriformes,NA,NA,NA,NA,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2344b,2022-11-28,cluster001,FALSE
H5N1|2344b|EPI_ISL_18612256|anseriformes|japan|2_1_1_1_1_1_1_1|2023-11-15,H5N1,EPI_ISL_18612256,A/Eurasian wigeon/Kagoshima/KU-4/2023 (H5N1),2023-11-15,2023-11,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-15,cluster001,FALSE
H5N1|2344b|EPI_ISL_18612259|environment|japan|2_1_1_1_1_1_1_1|2023-11-20,H5N1,EPI_ISL_18612259,A/environment/Kagoshima/KU-D6/2023 (H5N1),2023-11-20,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_18612263|anseriformes|japan|2_1_1_1_1_1_1_1|2023-11-27,H5N1,EPI_ISL_18612263,A/Common teal/Kagoshima/KU-6/2023 (H5N1),2023-11-27,2023-11,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-27,cluster001,FALSE
H5N1|2344b|EPI_ISL_18615595|environment|japan|2_1_1_1_1_1_1_1|2023-11-06,H5N1,EPI_ISL_18615595,A/environment/Kagoshima/KU-D1/2023 (H5N1),2023-11-06,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18615596|environment|japan|2_1_1_1_1_1_1_1|2023-11-07,H5N1,EPI_ISL_18615596,A/environment/Kagoshima/KU-D2/2023 (H5N1),2023-11-07,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-07,cluster001,FALSE
H5N1|2344b|EPI_ISL_18615597|environment|japan|2_1_1_1_1_1_1_1|2023-11-06,H5N1,EPI_ISL_18615597,A/environment/Kagoshima/KU-D3/2023 (H5N1),2023-11-06,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18615598|environment|japan|2_1_1_1_1_1_1_1|2023-11-06,H5N1,EPI_ISL_18615598,A/environment/Kagoshima/KU-G1/2023 (H5N1),2023-11-06,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18615599|environment|japan|2_1_1_1_1_1_1_1|2023-11-06,H5N1,EPI_ISL_18615599,A/environment/Kagoshima/KU-G2/2023 (H5N1),2023-11-06,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18615600|environment|japan|2_1_1_1_1_1_1_1|2023-11-06,H5N1,EPI_ISL_18615600,A/environment/Kagoshima/KU-G3/2023 (H5N1),2023-11-06,2023-11,2023,environment,environment,NA,NA,NA,NA,NA,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,NA,NA,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,2023-11-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18066450|passeriformes|japan|1_1_7_1_5_1_1_1|2023-01-06,H5N1,EPI_ISL_18066450,A/large-billed crow/Miyazaki/4501A501/2023,2023-01-06,2023-01,2023,avian other,passeriformes,NA,NA,NA,NA,wild,other,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,NA,NA,1_1_7_1_5_1_1_1,H5N1/2023/R7_Asia,2344b,2023-01-06,cluster001,FALSE
H5N1|2344b|EPI_ISL_18066451|anseriformes|japan|1_1_12_1_1_1_1_1|2023-02-09,H5N1,EPI_ISL_18066451,A/whooper_swan/Tochigi/0902C010/2023,2023-02-09,2023-02,2023,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tochigi,jp.tc,36.6894768729176,139.818920628006,NA,NA,1_1_12_1_1_1_1_1,H5N1/2022/R36_Asia,2344b,2023-02-09,cluster001,FALSE
